Volcano_Number,Volcano_Name,Eruption_Number,Activity_Type,ExplosivityIndexMax,ExplosivityIndexModifier,ActivityArea,ActivityUnit,StartEvidenceMethod,StartDateYearModifier,StartDateYear,StartDateMonth,StartDateDayModifier,StartDateDay,EndDateYearModifier,EndDateYear,EndDateMonth,EndDateDayModifier,EndDateDay,Longitude,Latitude
284121,Kita-Fukutokutai,18396,Uncertain Eruption,0,,,,,,1937,0,,0,,,,,,141.417,24.417
284121,Kita-Fukutokutai,18397,Uncertain Eruption,0,,,,,,1947,0,,0,,,,,,141.417,24.417
284121,Kita-Fukutokutai,18398,Confirmed Eruption,0,,,,Observations: Reported,,1953,7,,2,,1954,7,,2,141.417,24.417
284121,Kita-Fukutokutai,18399,Uncertain Eruption,0,,,,,,1959,7,,2,,,,,,141.417,24.417
284121,Kita-Fukutokutai,18400,Uncertain Eruption,1,?,,,,,1988,1,,27,,,,,,141.417,24.417
284121,Kita-Fukutokutai,18401,Uncertain Eruption,0,,"24.443 N, 141.378 E",,,,2001,10,,30,,2001,10,,30,141.417,24.417
284120,Ioto,20772,Confirmed Eruption,1,,Asodai,,Observations: Reported,,2012,2,,10,,2012,7,,9,141.289,24.751
284120,Ioto,18402,Confirmed Eruption,,,Motoyama,,Isotopic: 14C (calibrated),,-850,0,,0,,,,,,141.289,24.751
284120,Ioto,18403,Confirmed Eruption,1,,Chidoriga-ana,,Observations: Reported,,1889,12,,31,,,,,,141.289,24.751
284120,Ioto,18404,Confirmed Eruption,1,,West side (Asodai),,Observations: Reported,,1922,7,,0,,,,,,141.289,24.751
284120,Ioto,18405,Confirmed Eruption,1,,NW side near the coast,,Observations: Reported,?,1930,0,,0,,,,,,141.289,24.751
284120,Ioto,18406,Confirmed Eruption,1,,SW side at Chidoriga-hara,,Observations: Reported,,1935,0,,0,,,,,,141.289,24.751
284120,Ioto,22523,Confirmed Eruption,1,,Asodai Sinkhole,,Observations: Reported,,2020,12,,28,,2021,4,?,5,141.289,24.751
284120,Ioto,22551,Confirmed Eruption,1,,,,Observations: Satellite (visual),,2023,10,,18,,2024,3,,16,141.289,24.751
284120,Ioto,22515,Confirmed Eruption,1,,Asodai,,Observations: Reported,,2012,12,,1,,2013,4,,11,141.289,24.751
284120,Ioto,22516,Uncertain Eruption,0,,Off the NE coast,,Observations: Reported,,2013,8,,21,,2013,8,,30,141.289,24.751
284120,Ioto,22517,Confirmed Eruption,1,,Kianohana Beach (N part of the island),,Observations: Reported,,2015,8,,7,,2015,8,,7,141.289,24.751
284120,Ioto,22519,Confirmed Eruption,1,,Asodai Sinkhole,,Observations: Reported,,2016,8,,31,,2016,9,,1,141.289,24.751
284120,Ioto,22520,Uncertain Eruption,1,,Off the S coast,,Observations: Seismicity,,2018,9,,8,,2018,9,,14,141.289,24.751
284120,Ioto,22522,Confirmed Eruption,1,,Off SE coast,,Observations: Aviation,,2021,8,,12,,2021,11,,24,141.289,24.751
284120,Ioto,18419,Confirmed Eruption,1,,NE side,,Observations: Reported,,1994,8,,22,,1994,8,,22,141.289,24.751
284120,Ioto,18420,Confirmed Eruption,1,,Asodai area,,Observations: Reported,,1999,9,,10,,1999,9,,10,141.289,24.751
284120,Ioto,18421,Confirmed Eruption,1,,Off SE coast and Idogahama (NW coast),,Observations: Reported,,2001,9,,21,,2001,10,,23,141.289,24.751
284120,Ioto,18422,Uncertain Eruption,1,,Asodai area,,,,2004,6,,6,,2004,6,,8,141.289,24.751
284120,Ioto,18423,Uncertain Eruption,1,,,,Observations: Reported,,2010,6,,19,,2010,6,,19,141.289,24.751
284120,Ioto,22455,Confirmed Eruption,1,,Off SE coast,,Observations: Reported,,2022,7,,11,,2022,12,,11,141.289,24.751
284120,Ioto,18413,Confirmed Eruption,1,,West side (Asodai),,Observations: Reported,,1976,1,,16,,,,,,141.289,24.751
284120,Ioto,18414,Confirmed Eruption,1,,West side (Asodai),,Observations: Reported,,1978,12,,11,,1978,12,,11,141.289,24.751
284120,Ioto,18415,Confirmed Eruption,1,,Kitanohara,,Observations: Reported,,1980,3,,13,,1980,3,,13,141.289,24.751
284120,Ioto,18416,Confirmed Eruption,1,,NW side (Idogahama beach),,Observations: Reported,,1982,3,,9,,1982,3,,10,141.289,24.751
284120,Ioto,18417,Confirmed Eruption,1,,West side (Asodai),,Observations: Reported,,1982,11,,28,,1982,12,?,16,141.289,24.751
284120,Ioto,18418,Uncertain Eruption,1,?,Asodai area and NE of Iwo-jima,,,,1993,10,?,27,,1993,11,?,16,141.289,24.751
284120,Ioto,18407,Confirmed Eruption,1,,North and west sides near the coast,,Observations: Reported,,1944,12,,0,,,,,,141.289,24.751
284120,Ioto,18408,Confirmed Eruption,1,,Chidoriga-hara,,Observations: Reported,,1957,3,,28,,1957,3,,28,141.289,24.751
284120,Ioto,18409,Confirmed Eruption,1,,West side (Asodai),,Observations: Reported,,1967,12,,23,,1967,12,,23,141.289,24.751
284120,Ioto,18410,Confirmed Eruption,1,,West side (Asodai),,Observations: Reported,,1969,1,?,12,,1969,1,?,21,141.289,24.751
284120,Ioto,18411,Confirmed Eruption,1,,,,Observations: Reported,,1969,12,,1,,1969,12,,1,141.289,24.751
284120,Ioto,18412,Uncertain Eruption,0,,NW of Iwo-jima (Kaiseinishinoba),,,,1974,1,,16,,1974,2,,2,141.289,24.751
284131,Minami-Hiyoshi,18424,Confirmed Eruption,0,,23.50 N 141.92 E,,Observations: Reported,,1975,8,,25,,,,,,141.935,23.5
284131,Minami-Hiyoshi,18425,Uncertain Eruption,0,,,,,,1976,2,,16,,,,,,141.935,23.5
284131,Minami-Hiyoshi,18426,Uncertain Eruption,0,,Hiyoshi-Okinoba (also 23.48 N 141.67 E),,,,1976,12,,20,,1977,3,,28,141.935,23.5
284131,Minami-Hiyoshi,18427,Uncertain Eruption,0,,,,,,1978,1,?,26,,1978,3,,24,141.935,23.5
284131,Minami-Hiyoshi,18428,Uncertain Eruption,0,,,,,,1992,2,,12,,1992,3,,4,141.935,23.5
284131,Minami-Hiyoshi,18429,Uncertain Eruption,0,,,,,,1996,1,,11,,1996,1,,12,141.935,23.5
284132,Nikko,18430,Uncertain Eruption,0,,,,,,1979,7,,12,,,,,,142.326,23.078
284133,Fukujin,18431,Confirmed Eruption,0,,,,Observations: Reported,,1951,7,,15,,1951,10,,15,143.47,21.93
284133,Fukujin,18432,Uncertain Eruption,0,,,,,,1952,7,,2,,,,,,143.47,21.93
284133,Fukujin,18433,Uncertain Eruption,0,,,,,,1958,8,,16,,1958,9,,16,143.47,21.93
284133,Fukujin,18434,Confirmed Eruption,1,,21.93 N 143.46 E,,Observations: Reported,,1973,9,,27,,1974,3,,5,143.47,21.93
284133,Fukujin,18435,Uncertain Eruption,0,,21.95 N 143.45 E,,,,1976,8,,2,,1977,4,,21,143.47,21.93
284133,Fukujin,18436,Uncertain Eruption,0,,,,,,1977,10,,14,,1978,3,,24,143.47,21.93
284133,Fukujin,18094,Confirmed Eruption,0,,,,Observations: Reported,,1968,9,,16,,,,,,143.47,21.93
284133,Fukujin,18437,Uncertain Eruption,0,,,,,,1978,8,,24,,1978,8,,25,143.47,21.93
284133,Fukujin,18438,Uncertain Eruption,0,,,,,,1979,4,,26,,1980,5,,12,143.47,21.93
284133,Fukujin,18439,Uncertain Eruption,0,,,,,,1981,1,,7,,1981,1,,8,143.47,21.93
284133,Fukujin,18440,Uncertain Eruption,0,,,,,,1982,1,,12,,1982,3,,16,143.47,21.93
284133,Fukujin,18441,Uncertain Eruption,0,,,,,,1982,12,,15,,,,,,143.47,21.93
284133,Fukujin,13890,Uncertain Eruption,0,,,,,,1959,8,,16,,1959,10,,16,143.47,21.93
284134,Kasuga 1,18442,Confirmed Eruption,0,,,,Observations: Reported,,1959,7,,15,,,,,,143.71,21.765
284134,Kasuga 1,18443,Uncertain Eruption,0,,21.78 N 143.71 E,,,,1975,11,,16,,,,,,143.71,21.765
320060,Edziza,20427,Confirmed Eruption,,,North flank?,,Isotopic: 14C (uncalibrated),,-6520,0,,0,,,,,,-130.63,57.72
320060,Edziza,20428,Confirmed Eruption,,,,,Correlation: Tephrochronology,,-750,0,,0,,,,,,-130.63,57.72
320060,Edziza,20429,Confirmed Eruption,,,NNE flank (Williams Cone),,Isotopic: 14C (uncalibrated),,630,0,,0,,,,,,-130.63,57.72
320060,Edziza,20430,Confirmed Eruption,3,,SW flank of Ice Peak,Sheep Track Pumice,Radiogenic: Fission track,,950,0,,0,,,,,,-130.63,57.72
320080,Hoodoo Mountain,20431,Confirmed Eruption,0,,,,Correlation: Tephrochronology,?,-7050,0,,0,,,,,,-131.28,56.78
320090,Iskut-Unuk River Cones,20432,Confirmed Eruption,,,Iskut River,,Isotopic: 14C (uncalibrated),,-6830,0,,0,,,,,,-130.75,56.567
320090,Iskut-Unuk River Cones,20433,Confirmed Eruption,,,Iskut River,,Isotopic: 14C (uncalibrated),,-4700,0,,0,,,,,,-130.75,56.567
320090,Iskut-Unuk River Cones,20434,Confirmed Eruption,,,Iskut River,,Isotopic: 14C (uncalibrated),,-3450,0,,0,,,,,,-130.75,56.567
320090,Iskut-Unuk River Cones,20435,Confirmed Eruption,,,Iskut River,,Isotopic: 14C (uncalibrated),,-1830,0,,0,,,,,,-130.75,56.567
320090,Iskut-Unuk River Cones,20436,Confirmed Eruption,,,Iskut River,,Isotopic: 14C (uncalibrated),,-620,0,,0,,,,,,-130.75,56.567
320090,Iskut-Unuk River Cones,20437,Confirmed Eruption,,,Lava Fork,,Isotopic: 14C (uncalibrated),,1590,0,,0,,,,,,-130.75,56.567
320090,Iskut-Unuk River Cones,20438,Confirmed Eruption,,,Lava Fork,,Isotopic: 14C (uncalibrated),?,1800,0,,0,,,,,,-130.75,56.567
320090,Iskut-Unuk River Cones,20439,Uncertain Eruption,,,Lava Fork,,,,1904,0,,0,,,,,,-130.75,56.567
320100,Tseax River Cone,20440,Confirmed Eruption,,,,,Isotopic: 14C (uncalibrated),,1330,0,,0,,,,,,-128.8991,55.1109
320100,Tseax River Cone,20441,Confirmed Eruption,,,,,Isotopic: 14C (calibrated),,1690,0,,0,,,,,,-128.8991,55.1109
320140,Nazko,20442,Confirmed Eruption,,,,,Isotopic: 14C (uncalibrated),,-5220,0,,0,,,,,,-123.732,52.928
320150,Wells Gray-Clearwater,20443,Confirmed Eruption,,,Dragon Cone,,Isotopic: 14C (uncalibrated),?,-5650,0,,0,,,,,,-120.57,52.33
320150,Wells Gray-Clearwater,20444,Confirmed Eruption,,,Kostal Cone,,Sidereal: Dendrochronology,?,1550,0,,0,,,,,,-120.57,52.33
342020,Tajumulco,10622,Uncertain Eruption,2,,,,,,1821,0,,0,,,,,,-91.903,15.043
342020,Tajumulco,10623,Uncertain Eruption,2,,,,,,1863,0,,0,,,,,,-91.903,15.043
342030,Santa Maria,10624,Confirmed Eruption,6,?,SW flank,,Observations: Reported,,1902,10,,24,,1902,11,,12,-91.552,14.757
342030,Santa Maria,10625,Confirmed Eruption,2,,SW flank (east end of 1902 crater),,Observations: Reported,,1903,0,,0,,1913,0,,0,-91.552,14.757
342030,Santa Maria,10626,Confirmed Eruption,3,,SW flank (Santiaguito),,Observations: Reported,,1922,6,,22,>,2024,12,,19,-91.552,14.757
342040,Almolonga,10627,Confirmed Eruption,3,,Cerro Quemado,,Isotopic: 14C (calibrated),,800,0,,0,,,,,,-91.519,14.797
342040,Almolonga,10628,Confirmed Eruption,2,,Cerro Quemado,,Observations: Reported,,1765,10,,24,,1765,10,,25,-91.519,14.797
342040,Almolonga,10630,Confirmed Eruption,2,,East flank of Cerro Quemado,,Observations: Reported,,1818,1,,16,,1818,6,>,19,-91.519,14.797
342060,Atitlan,10633,Confirmed Eruption,,,,,Isotopic: 14C (uncalibrated),,-1020,0,,0,,,,,,-91.186,14.583
342060,Atitlan,10634,Confirmed Eruption,3,^,,,Observations: Reported,,1469,0,,0,,,,,,-91.186,14.583
342060,Atitlan,10635,Confirmed Eruption,3,?,,,Observations: Reported,?,1505,0,,0,,,,,,-91.186,14.583
342060,Atitlan,10636,Confirmed Eruption,2,,,,Observations: Reported,?,1579,0,,0,,1581,12,,31,-91.186,14.583
342060,Atitlan,10637,Confirmed Eruption,2,,,,Observations: Reported,,1663,0,,0,,,,,,-91.186,14.583
342060,Atitlan,10638,Confirmed Eruption,,,Volcano Uncertain,,,,1717,8,,29,,1721,0,,0,-91.186,14.583
342060,Atitlan,10645,Uncertain Eruption,2,?,,,,,1852,0,,0,,,,,,-91.186,14.583
342060,Atitlan,10646,Confirmed Eruption,3,,,,Observations: Reported,,1853,5,,3,,,,,,-91.186,14.583
342060,Atitlan,10647,Uncertain Eruption,2,,,,,,1856,0,,0,,,,,,-91.186,14.583
342060,Atitlan,10639,Confirmed Eruption,2,,,,Observations: Reported,,1826,11,,0,,,,,,-91.186,14.583
342060,Atitlan,10640,Confirmed Eruption,2,,,,Observations: Reported,,1827,3,,27,,,,,,-91.186,14.583
342060,Atitlan,10641,Confirmed Eruption,3,,,,Observations: Reported,,1827,9,,1,,1828,1,?,0,-91.186,14.583
342060,Atitlan,10642,Confirmed Eruption,2,,,,Observations: Reported,,1833,0,,0,,,,,,-91.186,14.583
342060,Atitlan,10643,Confirmed Eruption,2,,,,Observations: Reported,,1837,6,,0,,,,,,-91.186,14.583
342060,Atitlan,10644,Confirmed Eruption,2,,,,Observations: Reported,,1843,7,,0,,,,,,-91.186,14.583
342080,Acatenango,10648,Confirmed Eruption,,,Yepocapa,,Isotopic: 14C (uncalibrated),,-2710,0,,0,,,,,,-90.876,14.501
342080,Acatenango,10649,Confirmed Eruption,,,Pico Central,,Isotopic: 14C (uncalibrated),,-370,0,,0,,,,,,-90.876,14.501
342080,Acatenango,10650,Confirmed Eruption,,,Pico Central,,Isotopic: 14C (uncalibrated),,-260,0,,0,,,,,,-90.876,14.501
342080,Acatenango,10651,Confirmed Eruption,,,Pico Central,,Isotopic: 14C (uncalibrated),,90,0,,0,,,,,,-90.876,14.501
342080,Acatenango,10652,Confirmed Eruption,,,,,Correlation: Anthropology,,1450,0,,0,,,,,,-90.876,14.501
342080,Acatenango,10653,Confirmed Eruption,3,,North slope of Pico Central,,Observations: Reported,,1924,12,,18,,1925,6,,7,-90.876,14.501
342080,Acatenango,10654,Confirmed Eruption,2,,Pico Central,,Observations: Reported,,1926,8,,0,,1927,5,,19,-90.876,14.501
342080,Acatenango,10655,Confirmed Eruption,1,,Pico Central-Yepocapa saddle,,Observations: Reported,,1972,11,,12,,1972,12,,16,-90.876,14.501
342090,Fuego,10269,Confirmed Eruption,2,,,,Observations: Reported,,1686,0,,0,,,,,,-90.88,14.473
342090,Fuego,10543,Confirmed Eruption,2,,Volcano Uncertain: pumice off Guatemala coast,,,,1685,9,,0,,,,,,-90.88,14.473
342090,Fuego,10553,Confirmed Eruption,2,,,,Observations: Reported,,1944,12,,1,,,,,,-90.88,14.473
342090,Fuego,10554,Confirmed Eruption,2,,,,Observations: Reported,,1947,0,,0,,,,,,-90.88,14.473
342090,Fuego,10555,Confirmed Eruption,2,,,,Observations: Reported,,1949,11,,0,,,,,,-90.88,14.473
342090,Fuego,10656,Confirmed Eruption,,,,,Isotopic: 14C (uncalibrated),,-1580,0,,0,,,,,,-90.88,14.473
342090,Fuego,10733,Confirmed Eruption,3,,,,Observations: Reported,,2002,1,,4,>,2024,12,,19,-90.88,14.473
342090,Fuego,10727,Confirmed Eruption,4,,,,Observations: Reported,,1974,10,,10,,1974,12,,4,-90.88,14.473
342090,Fuego,10728,Confirmed Eruption,1,,,,Observations: Reported,,1975,5,,28,,1975,10,,21,-90.88,14.473
342090,Fuego,10729,Confirmed Eruption,1,,,,Observations: Reported,,1977,3,,3,,1977,4,,19,-90.88,14.473
342090,Fuego,10730,Confirmed Eruption,2,,,,Observations: Reported,,1977,9,,11,,1979,8,,8,-90.88,14.473
342090,Fuego,10731,Confirmed Eruption,1,,,,Observations: Reported,,1987,1,,5,,1987,2,?,16,-90.88,14.473
342090,Fuego,10732,Confirmed Eruption,2,,,,Observations: Reported,,1999,5,,21,,2000,12,>,9,-90.88,14.473
342090,Fuego,10721,Confirmed Eruption,3,,,,Observations: Reported,,1963,9,,28,,1963,9,,30,-90.88,14.473
342090,Fuego,10722,Confirmed Eruption,3,,,,Observations: Reported,,1966,2,,7,,1966,5,,1,-90.88,14.473
342090,Fuego,10723,Confirmed Eruption,3,,,,Observations: Reported,,1966,8,,12,,1966,8,,13,-90.88,14.473
342090,Fuego,10724,Confirmed Eruption,2,,,,Observations: Reported,,1967,4,,22,,1967,4,,24,-90.88,14.473
342090,Fuego,10725,Confirmed Eruption,3,,,,Observations: Reported,,1971,9,,14,,1971,9,,15,-90.88,14.473
342090,Fuego,10726,Confirmed Eruption,2,,,,Observations: Reported,,1973,2,,23,,1973,3,,23,-90.88,14.473
342090,Fuego,10715,Confirmed Eruption,2,?,,,Observations: Reported,,1896,1,,10,,,,,,-90.88,14.473
342090,Fuego,10716,Confirmed Eruption,4,,,,Observations: Reported,,1932,1,,21,,1932,1,,22,-90.88,14.473
342090,Fuego,10717,Confirmed Eruption,3,,,,Observations: Reported,,1953,4,,9,,1953,4,,13,-90.88,14.473
342090,Fuego,10718,Confirmed Eruption,1,,,,Observations: Reported,,1955,7,,26,,,,,,-90.88,14.473
342090,Fuego,10719,Confirmed Eruption,3,,,,Observations: Reported,,1957,2,,19,,1957,2,>,21,-90.88,14.473
342090,Fuego,10720,Confirmed Eruption,3,,,,Observations: Reported,,1962,8,,4,,1962,11,,9,-90.88,14.473
342090,Fuego,10707,Confirmed Eruption,4,?,,,Observations: Reported,,1857,1,,15,,1857,2,,17,-90.88,14.473
342090,Fuego,10708,Confirmed Eruption,2,,,,Observations: Reported,,1857,9,,17,,,,,,-90.88,14.473
342090,Fuego,10711,Confirmed Eruption,2,,,,Observations: Reported,,1860,8,,18,,1860,9,,23,-90.88,14.473
342090,Fuego,10712,Uncertain Eruption,2,,,,,,1861,11,,21,,,,,,-90.88,14.473
342090,Fuego,10713,Uncertain Eruption,2,,,,,,1867,0,,0,,,,,,-90.88,14.473
342090,Fuego,10714,Confirmed Eruption,4,?,,,Observations: Reported,,1880,6,,28,,1880,8,,20,-90.88,14.473
342090,Fuego,10701,Confirmed Eruption,2,,,,Observations: Reported,,1829,0,,0,,,,,,-90.88,14.473
342090,Fuego,10702,Uncertain Eruption,2,,,,,,1850,0,,0,,,,,,-90.88,14.473
342090,Fuego,10703,Uncertain Eruption,2,,,,,,1852,0,,0,,,,,,-90.88,14.473
342090,Fuego,10704,Confirmed Eruption,2,,,,Observations: Reported,,1855,9,,29,,1855,9,,30,-90.88,14.473
342090,Fuego,10705,Confirmed Eruption,2,,,,Observations: Reported,,1856,1,,9,,1856,3,,7,-90.88,14.473
342090,Fuego,10706,Confirmed Eruption,2,,,,Observations: Reported,,1856,9,,29,,1856,9,,30,-90.88,14.473
342090,Fuego,10695,Confirmed Eruption,4,?,,,Observations: Reported,,1737,8,,27,,1737,9,,24,-90.88,14.473
342090,Fuego,10696,Uncertain Eruption,2,,,,,,1751,0,,0,,,,,,-90.88,14.473
342090,Fuego,10697,Uncertain Eruption,2,,,,,,1765,0,,0,,,,,,-90.88,14.473
342090,Fuego,10698,Uncertain Eruption,2,,,,,,1773,0,,0,,,,,,-90.88,14.473
342090,Fuego,10699,Confirmed Eruption,3,,,,Observations: Reported,,1799,0,,0,,,,,,-90.88,14.473
342090,Fuego,10700,Confirmed Eruption,2,,,,Observations: Reported,,1826,0,,0,,,,,,-90.88,14.473
342090,Fuego,10687,Confirmed Eruption,2,,,,Observations: Reported,,1706,10,,4,,,,,,-90.88,14.473
342090,Fuego,10688,Uncertain Eruption,,,,,,,1709,10,,14,,,,,,-90.88,14.473
342090,Fuego,10689,Confirmed Eruption,2,,,,Observations: Reported,,1710,10,,14,,,,,,-90.88,14.473
342090,Fuego,10692,Confirmed Eruption,4,?,,,Observations: Reported,,1717,8,,27,,1717,12,,26,-90.88,14.473
342090,Fuego,10693,Confirmed Eruption,2,,,,Observations: Reported,,1730,9,,0,,,,,,-90.88,14.473
342090,Fuego,10694,Confirmed Eruption,2,,,,Observations: Reported,,1732,5,,0,,,,,,-90.88,14.473
342090,Fuego,10681,Confirmed Eruption,2,,,,Observations: Reported,,1629,0,,0,,1632,0,,0,-90.88,14.473
342090,Fuego,10682,Uncertain Eruption,,,,,,,1679,0,,0,,,,,,-90.88,14.473
342090,Fuego,10683,Uncertain Eruption,2,,,,,,1689,0,,0,,,,,,-90.88,14.473
342090,Fuego,10684,Confirmed Eruption,2,,,,Observations: Reported,,1699,0,,0,,,,,,-90.88,14.473
342090,Fuego,10685,Confirmed Eruption,2,,,,Observations: Reported,,1702,8,,4,,,,,,-90.88,14.473
342090,Fuego,10686,Confirmed Eruption,2,,,,Observations: Reported,,1705,1,,31,,1705,2,,2,-90.88,14.473
342090,Fuego,10675,Confirmed Eruption,2,,,,Observations: Reported,,1586,6,,3,,1586,12,,0,-90.88,14.473
342090,Fuego,10676,Confirmed Eruption,2,,,,Observations: Reported,,1587,7,,24,,,,,,-90.88,14.473
342090,Fuego,10677,Confirmed Eruption,2,,,,Observations: Reported,,1614,0,,0,,,,,,-90.88,14.473
342090,Fuego,10678,Confirmed Eruption,3,,,,Observations: Reported,,1617,0,,0,,,,,,-90.88,14.473
342090,Fuego,10679,Confirmed Eruption,2,,,,Observations: Reported,,1620,0,,0,,,,,,-90.88,14.473
342090,Fuego,10680,Confirmed Eruption,2,,,,Observations: Reported,,1623,1,,0,,,,,,-90.88,14.473
342090,Fuego,10669,Uncertain Eruption,,,,,,,1571,12,,25,,,,,,-90.88,14.473
342090,Fuego,10670,Uncertain Eruption,2,,,,,,1575,0,,0,,,,,,-90.88,14.473
342090,Fuego,10671,Uncertain Eruption,2,,,,,,1576,0,,0,,,,,,-90.88,14.473
342090,Fuego,10672,Uncertain Eruption,2,,,,,,1577,0,,0,,,,,,-90.88,14.473
342090,Fuego,10673,Confirmed Eruption,4,?,,,Observations: Reported,,1581,12,,5,,1582,1,,15,-90.88,14.473
342090,Fuego,10674,Confirmed Eruption,2,,,,Observations: Reported,,1585,1,,15,,1585,7,,0,-90.88,14.473
342090,Fuego,10663,Confirmed Eruption,,,Volcano uncertain: possibly Atitlan,,,,1541,0,,0,,,,,,-90.88,14.473
342090,Fuego,10664,Confirmed Eruption,,,,,Observations: Reported,,1542,1,,14,,,,,,-90.88,14.473
342090,Fuego,10665,Confirmed Eruption,2,,,,Observations: Reported,,1551,0,,0,,1552,3,>,31,-90.88,14.473
342090,Fuego,10666,Uncertain Eruption,,,,,,,1557,1,,15,,,,,,-90.88,14.473
342090,Fuego,10667,Uncertain Eruption,,,,,,,1559,1,,16,,,,,,-90.88,14.473
342090,Fuego,10668,Uncertain Eruption,2,,,,,,1565,0,,0,,,,,,-90.88,14.473
342090,Fuego,10657,Confirmed Eruption,,,,,Isotopic: 14C (uncalibrated),,590,0,,0,,,,,,-90.88,14.473
342090,Fuego,10658,Confirmed Eruption,,,,,Isotopic: 14C (uncalibrated),,900,0,,0,,,,,,-90.88,14.473
342090,Fuego,10659,Confirmed Eruption,,,,,Isotopic: 14C (uncalibrated),,970,0,,0,,,,,,-90.88,14.473
342090,Fuego,10660,Confirmed Eruption,2,,,,Observations: Reported,,1524,4,,30,,1524,7,,15,-90.88,14.473
342090,Fuego,10661,Uncertain Eruption,2,,,,,,1526,0,,0,,,,,,-90.88,14.473
342090,Fuego,10662,Confirmed Eruption,2,,,,Observations: Reported,,1531,12,,31,,,,,,-90.88,14.473
355030,Isluga,11514,Confirmed Eruption,2,?,,,Observations: Reported,,1877,0,,0,,,,,,-68.83,-19.15
355030,Isluga,11515,Confirmed Eruption,2,,,,Observations: Reported,,1878,2,,0,,,,,,-68.83,-19.15
355030,Isluga,14102,Confirmed Eruption,1,?,,,Observations: Reported,,1885,0,,0,,,,,,-68.83,-19.15
355030,Isluga,14103,Confirmed Eruption,2,,,,Observations: Reported,,1913,0,,0,,,,,,-68.83,-19.15
355030,Isluga,11823,Confirmed Eruption,1,?,,,Observations: Reported,,1863,8,,0,,,,,,-68.83,-19.15
355030,Isluga,11824,Confirmed Eruption,2,?,,,Observations: Reported,,1868,0,,0,,,,,,-68.83,-19.15
355030,Isluga,11825,Confirmed Eruption,2,,,,Observations: Reported,,1869,8,,0,,,,,,-68.83,-19.15
355030,Isluga,11826,Uncertain Eruption,2,?,,,,,1960,7,,2,,,,,,-68.83,-19.15
355040,Irruputuncu,11827,Uncertain Eruption,,,,,,,1989,12,,16,,,,,,-68.55,-20.73
355040,Irruputuncu,11828,Confirmed Eruption,2,,,,Observations: Reported,,1995,9,,1,,1995,9,,26,-68.55,-20.73
355050,Olca-Paruma,11829,Uncertain Eruption,,,,,Uncertain,,1865,0,,0,,1867,0,,0,-68.413,-20.939
355060,Ollague,11830,Uncertain Eruption,,,,,,,1903,12,,8,,,,,,-68.18,-21.3
355070,San Pedro-San Pablo,11837,Uncertain Eruption,,,,,,,1917,0,,0,,,,,,-68.391,-21.888
355070,San Pedro-San Pablo,11838,Uncertain Eruption,,,,,,,1923,0,,0,,,,,,-68.391,-21.888
355070,San Pedro-San Pablo,11839,Uncertain Eruption,2,,,,Observations: Reported,,1938,2,,0,,,,,,-68.391,-21.888
355070,San Pedro-San Pablo,11840,Uncertain Eruption,2,,,,Observations: Reported,,1960,12,,2,,,,,,-68.391,-21.888
355070,San Pedro-San Pablo,11831,Uncertain Eruption,,,,,,,1870,0,,0,,,,,,-68.391,-21.888
355070,San Pedro-San Pablo,11832,Uncertain Eruption,2,,,,Observations: Reported,?,1877,0,,0,,,,,,-68.391,-21.888
355070,San Pedro-San Pablo,11833,Uncertain Eruption,2,,,,Observations: Reported,?,1891,0,,0,,,,,,-68.391,-21.888
355070,San Pedro-San Pablo,11834,Uncertain Eruption,2,,,,Observations: Reported,,1901,5,,25,,1901,8,,0,-68.391,-21.888
355070,San Pedro-San Pablo,11835,Uncertain Eruption,2,,,,Observations: Reported,,1911,9,,0,,,,,,-68.391,-21.888
355070,San Pedro-San Pablo,11836,Uncertain Eruption,,,,,,,1916,0,,0,,,,,,-68.391,-21.888
355090,Putana,11841,Confirmed Eruption,,,,,Observations: Reported,,1810,0,,0,,,,,,-67.853,-22.557
355090,Putana,11842,Uncertain Eruption,,,,,,,1972,7,,2,,,,,,-67.853,-22.557
390070,Southern Thule,13201,Confirmed Eruption,1,?,South flank of Bellinghausen Island,,Observations: Reported,,1975,7,,2,,,,,,-27.225,-59.442
390081,Montagu Island,13202,Uncertain Eruption,1,?,,,,,1996,9,,1,,,,,,-26.374,-58.445
390081,Montagu Island,13205,Confirmed Eruption,1,?,NW of Mount Belinda,,Observations: Reported,,2001,10,,1,,2007,9,,20,-26.374,-58.445
390080,Bristol Island,13206,Confirmed Eruption,2,,,,Observations: Reported,,1823,0,,0,,,,,,-26.533,-59.017
390080,Bristol Island,13207,Confirmed Eruption,2,,,,Observations: Reported,,1935,12,,31,,,,,,-26.533,-59.017
390080,Bristol Island,13208,Confirmed Eruption,2,,,,Observations: Reported,,1936,12,,18,,1937,1,?,1,-26.533,-59.017
390080,Bristol Island,13209,Confirmed Eruption,2,,,,Observations: Reported,,1950,3,,27,,,,,,-26.533,-59.017
390080,Bristol Island,13210,Confirmed Eruption,3,,West flank,,Observations: Reported,,1956,1,,11,,1956,1,?,19,-26.533,-59.017
390080,Bristol Island,22133,Confirmed Eruption,1,,"Main crater, Mt. Sourabaya",,Observations: Reported,,2016,4,,24,,2016,7,,26,-26.533,-59.017
390090,Saunders,13204,Confirmed Eruption,0,,,,Observations: Reported,,2000,5,,13,,2013,11,,16,-26.483,-57.8
